link_id,from_node_id,to_node_id,volume
194,194,740,1089.000
195,195,741,763.000
196,196,742,563.000
197,197,743,613.000
198,198,744,2207.000
199,199,745,2685.000
200,200,746,2247.000
201,201,747,696.000
202,202,748,1243.000
203,203,749,1299.000
204,204,750,1751.000
205,205,751,1621.000
206,206,752,290.000
207,207,753,1645.000
208,208,754,1298.000
209,209,755,3902.000
210,210,756,5107.000
211,211,757,1782.000
212,212,758,336.000
213,213,759,27.000
214,214,760,1136.000
215,215,761,88.000
216,216,762,804.000
217,217,763,1303.000
218,218,764,868.000
219,219,765,3065.000
220,220,766,2712.000
221,221,767,1413.000
222,222,768,2335.000
223,223,769,650.000
224,224,770,1145.000
225,225,771,826.000
226,226,772,1693.000
227,227,773,625.000
228,228,774,1641.000
229,229,775,1594.000
230,230,776,2356.000
231,231,777,1606.000
232,232,778,2008.000
233,233,779,1972.000
234,234,780,784.000
235,235,781,177.000
236,236,782,250.000
237,237,783,623.000
238,238,784,186.000
239,239,785,383.000
240,240,786,257.000
241,241,787,1049.000
242,242,788,239.000
243,243,789,476.000
244,244,790,1588.000
245,245,791,718.000
246,246,792,1024.000
247,247,793,880.000
248,248,794,276.000
249,249,795,2101.000
250,250,796,411.000
251,251,797,168.000
252,252,798,463.000
253,253,799,1162.000
254,254,800,748.000
255,255,801,229.000
256,256,802,349.000
257,257,803,1240.000
258,258,804,1344.000
259,259,805,2725.000
260,260,806,1127.000
261,261,807,1073.000
262,262,808,1098.000
263,263,809,614.000
264,264,810,120.000
265,265,811,17.000
266,266,812,48.000
267,267,813,1628.000
268,268,814,1184.000
269,269,815,1106.000
270,270,816,532.000
271,271,817,232.000
272,272,818,345.000
273,273,819,858.000
274,274,820,88.000
275,275,821,1047.000
276,276,822,354.000
277,277,823,1143.000
278,278,824,843.000
279,279,825,1132.000
280,280,826,475.000
281,281,827,201.000
282,282,828,59.000
283,283,829,1627.000
284,284,830,280.000
285,285,831,359.000
286,286,832,154.000
287,287,833,3171.000
288,288,834,4849.000
289,289,835,799.000
290,290,836,586.000
291,291,837,608.000
292,292,838,529.000
293,293,839,411.000
294,294,840,473.000
295,295,841,403.000
296,296,842,862.000
297,297,843,380.000
298,298,844,259.000
299,299,845,639.000
300,300,846,256.000
301,301,847,337.000
302,302,848,117.000
303,303,849,1384.000
304,304,850,521.000
305,305,851,1194.000
306,306,852,141.000
307,307,853,244.000
308,308,854,261.000
309,309,855,714.000
310,310,856,40.000
311,311,857,36.000
312,312,858,343.000
313,313,859,128.000
314,314,860,376.000
315,315,861,34.000
316,316,862,596.000
317,317,863,111.000
318,318,864,842.000
319,319,865,808.000
320,320,866,2283.000
321,321,867,297.000
322,322,868,396.000
323,323,869,67.000
324,324,870,128.000
325,325,871,42.000
326,326,872,46.000
327,327,873,34.000
328,328,874,428.000
329,329,875,491.000
330,330,876,171.000
331,331,877,1230.000
332,332,878,717.000
333,333,879,46.000
334,334,880,129.000
335,335,881,454.000
336,336,882,21.000
337,337,883,17.000
338,338,884,241.000
339,339,885,48.000
340,340,886,454.000
341,341,887,42.000
342,342,888,210.000
343,343,889,78.000
344,344,890,108.000
345,345,891,500.000
346,346,892,2158.000
347,347,893,259.000
348,348,894,300.000
349,349,895,93.000
350,350,896,184.000
351,351,897,1675.000
352,352,898,573.000
353,353,899,253.000
354,354,900,211.000
355,355,901,160.000
356,356,902,12972.000
357,357,903,11275.000
358,358,904,3937.000
359,359,905,4981.000
360,360,906,4052.000
361,361,907,863.000
362,362,908,2531.000
363,363,909,517.000
364,364,910,425.000
365,365,911,810.000
366,366,912,171.000
367,367,913,2304.000
368,368,914,1005.000
369,369,915,267.000
370,370,916,539.000
371,371,917,507.000
372,372,918,526.000
373,373,919,1108.000
374,374,920,1380.000
375,375,921,756.000
376,376,922,5172.000
377,377,923,752.000
378,378,924,105.000
379,379,925,442.000
380,380,926,139.000
381,381,927,1094.000
382,382,928,1527.000
383,383,929,509.000
384,384,930,0.000
385,385,931,79.000
386,386,932,0.000
387,387,933,1620.000
388,388,390,338.151
389,388,391,353.030
390,388,708,213.172
391,388,802,93.828
392,389,390,25.801
393,389,801,159.368
394,389,914,169.527
395,390,388,420.157
396,390,389,49.795
397,390,925,336.000
398,391,388,273.441
399,391,392,103.211
400,391,709,58.984
401,391,715,345.531
402,392,391,60.277
403,392,393,41.153
404,392,713,183.472
405,392,717,344.402
406,393,392,29.489
407,393,394,39.088
408,393,712,4.421
409,393,716,0.000
410,394,393,25.769
411,394,395,26.206
412,394,584,12.882
413,394,601,0.000
414,395,394,17.482
415,395,396,28.403
416,395,584,0.159
417,395,600,0.000
418,396,395,17.365
419,396,397,28.403
420,397,396,17.365
421,397,398,76.372
422,397,588,417.178
423,397,604,1238.092
424,398,397,19.313
425,398,399,0.000
426,398,400,204.018
427,398,403,440.499
428,399,398,0.000
429,399,537,1244.838
430,399,604,2528.677
431,399,609,3306.634
432,400,398,364.529
433,400,401,42.377
434,400,587,793.874
435,400,609,1266.391
436,401,400,36.596
437,401,402,0.000
438,401,585,1560.440
439,401,590,2804.912
440,402,401,0.000
441,403,398,222.930
442,403,404,64.021
443,403,606,1137.308
444,403,611,3829.659
445,404,403,31.663
446,404,405,0.000
447,404,675,742.985
448,404,680,2184.386
449,405,404,0.000
450,405,406,0.000
451,405,488,0.000
452,406,405,0.000
453,406,407,7.483
454,406,677,0.000
455,406,682,18.973
456,407,406,18.973
457,407,408,65.744
458,407,687,0.000
459,407,692,153.662
460,408,407,172.635
461,408,409,382.851
462,408,689,921.157
463,408,694,1984.722
464,409,408,687.086
465,409,410,426.871
466,409,538,546.942
467,409,539,515.455
468,410,409,469.646
469,410,411,78.885
470,410,690,348.544
471,410,700,0.000
472,411,410,103.717
473,411,412,14.061
474,411,685,65.549
475,411,695,0.000
476,412,411,24.942
477,412,413,14.061
478,413,412,24.942
479,413,414,12.696
480,413,730,14.210
481,413,734,0.000
482,414,413,29.348
483,414,415,19.533
484,414,731,31.880
485,414,735,0.000
486,415,414,59.317
487,415,416,124.689
488,415,727,244.540
489,415,733,515.982
490,416,415,294.559
491,416,417,249.926
492,416,726,155.864
493,416,732,502.145
494,417,416,565.878
495,417,732,330.936
496,417,913,341.139
497,417,926,80.000
498,418,419,610.638
499,418,921,607.301
500,418,922,937.342
501,418,923,772.000
502,419,418,586.464
503,419,420,468.639
504,419,739,204.396
505,419,743,517.044
506,420,419,316.535
507,420,421,468.367
508,420,751,160.158
509,420,752,0.000
510,421,420,343.728
511,421,422,508.968
512,421,753,1409.176
513,421,754,843.537
514,422,421,265.954
515,422,423,305.552
516,422,762,0.000
517,422,766,209.452
518,423,422,168.744
519,423,424,115.258
520,423,764,0.000
521,423,767,191.708
522,424,423,68.380
523,424,425,72.504
524,424,773,0.000
525,424,777,48.791
526,425,424,41.564
527,425,426,907.754
528,425,775,1670.259
529,425,779,2387.638
530,426,425,512.292
531,426,427,0.000
532,426,441,907.754
533,427,426,0.000
534,427,428,0.000
535,427,594,0.000
536,427,779,0.000
537,428,427,0.000
538,428,429,0.000
539,428,431,0.000
540,429,428,0.000
541,429,430,0.000
542,429,593,0.000
543,429,778,0.000
544,430,429,0.000
545,431,428,0.000
546,431,432,23.800
547,431,593,0.000
548,431,597,11.301
549,432,431,11.301
550,432,433,513.606
551,432,595,3884.045
552,432,599,3265.602
553,433,432,460.627
554,433,434,42.864
555,433,616,470.743
556,433,617,0.000
557,434,433,35.908
558,434,435,22.846
559,434,618,20.018
560,434,619,0.000
561,435,434,21.143
562,435,436,0.000
563,435,552,3994.317
564,435,554,4228.265
565,436,435,0.000
566,436,437,0.000
567,436,496,0.000
568,437,436,0.000
569,437,438,1294.592
570,437,554,272.444
571,437,556,1655.463
572,438,437,1927.907
573,438,439,174.845
574,438,535,0.002
575,438,536,1622.390
576,438,540,877.164
577,439,438,293.391
578,439,440,274.231
579,439,614,141.046
580,439,615,0.000
581,440,439,434.437
582,440,441,429.321
583,440,612,987.625
584,440,613,667.878
585,441,426,512.292
586,441,440,632.429
587,441,591,3446.626
588,441,596,3672.154
589,442,443,572.034
590,442,898,53.997
591,442,899,54.089
592,442,929,426.000
593,443,442,408.053
594,443,444,269.238
595,443,897,1167.012
596,443,898,287.633
597,444,443,257.574
598,444,445,269.238
599,445,444,257.574
600,445,446,419.508
601,445,885,61.860
602,445,886,62.038
603,446,445,329.603
604,446,447,501.272
605,446,858,197.443
606,446,859,252.187
607,447,446,301.728
608,447,448,377.779
609,447,848,157.513
610,447,849,390.337
611,448,447,217.869
612,448,449,202.921
613,448,664,174.858
614,448,665,0.000
615,449,448,119.460
616,449,450,160.247
617,449,662,42.674
618,449,663,0.000
619,450,449,97.488
620,450,451,129.714
621,450,453,61.777
622,450,508,77.796
623,451,450,77.753
624,451,452,1192.880
625,451,654,1463.293
626,451,655,1953.214
627,452,451,865.132
628,452,525,2188.824
629,452,652,2647.418
630,452,654,2178.804
631,453,450,47.263
632,453,454,42.918
633,453,650,46.148
634,453,841,0.000
635,454,453,47.993
636,454,455,394.854
637,454,838,476.164
638,454,840,340.596
639,455,454,320.376
640,455,456,627.098
641,455,833,926.570
642,455,835,684.457
643,456,455,609.055
644,456,457,795.544
645,456,834,2438.316
646,456,836,1729.069
647,457,456,1024.512
648,457,458,1068.853
649,457,829,383.366
650,457,831,0.000
651,458,457,1407.877
652,458,459,748.117
653,458,467,783.511
654,458,468,622.865
655,459,458,997.503
656,459,460,795.773
657,459,832,123.576
658,459,845,45.905
659,460,459,1044.688
660,460,461,979.375
661,460,872,504.350
662,460,875,216.816
663,461,460,1245.172
664,461,462,947.824
665,461,874,509.451
666,461,877,325.264
667,462,461,1117.489
668,462,873,22.266
669,462,876,86.603
670,462,927,904.000
671,463,464,1527.000
672,463,928,1313.000
673,464,463,1313.000
674,464,465,1527.000
675,464,883,37.886
676,464,884,13.911
677,465,464,1313.000
678,465,466,1167.822
679,465,862,659.836
680,465,881,226.068
681,466,465,943.558
682,466,467,801.628
683,466,855,1222.080
684,466,862,541.168
685,467,458,1033.303
686,467,466,598.825
687,467,845,1014.808
688,467,855,870.816
689,468,458,462.710
690,468,469,398.621
691,468,829,941.151
692,468,830,493.827
693,469,468,305.192
694,469,470,267.447
695,469,819,0.000
696,469,824,131.174
697,470,469,205.774
698,470,471,211.502
699,470,817,0.000
700,470,822,55.945
701,471,470,163.296
702,471,472,154.502
703,471,815,56.999
704,471,816,0.000
705,472,471,119.282
706,472,473,3643.250
707,472,813,1393.340
708,472,815,2591.595
709,473,472,1715.307
710,473,474,1139.307
711,473,475,2456.607
712,473,707,73.195
713,473,813,0.000
714,474,473,335.273
715,474,538,870.306
716,474,701,0.000
717,474,706,558.302
718,475,473,1374.503
719,475,476,2025.999
720,475,706,925.029
721,475,707,445.836
722,476,475,1239.680
723,476,477,439.234
724,476,705,3043.589
725,476,707,756.022
726,477,476,205.160
727,477,478,439.234
728,477,503,0.000
729,477,504,0.000
730,478,477,205.160
731,478,479,486.669
732,478,633,4678.742
733,478,703,2964.049
734,479,478,233.202
735,479,480,350.341
736,479,629,213.503
737,479,693,0.000
738,480,479,154.652
739,480,481,0.000
740,480,483,63.013
741,480,484,2034.720
742,480,486,1943.671
743,481,480,0.000
744,481,482,0.000
745,481,483,37.985
746,481,691,83.028
747,482,481,0.000
748,483,480,173.987
749,483,481,83.028
750,483,539,100.998
751,483,693,0.000
752,484,480,2019.598
753,484,485,2255.019
754,484,627,3556.295
755,484,629,2409.449
756,485,484,2293.324
757,485,489,2131.897
758,485,626,6137.441
759,485,628,3805.484
760,486,480,1652.130
761,486,535,0.000
762,486,627,1343.896
763,486,691,3020.580
764,487,488,279.220
765,487,535,0.001
766,487,681,2824.437
767,487,682,2127.115
768,488,405,0.000
769,488,487,304.495
770,488,680,3500.896
771,488,682,2797.749
772,489,485,2582.484
773,489,490,0.000
774,489,630,4660.164
775,489,631,4267.999
776,490,489,0.000
777,490,491,334.984
778,490,557,2457.566
779,490,631,2096.887
780,491,490,215.966
781,491,492,52.336
782,491,558,282.647
783,491,559,0.000
784,492,491,29.064
785,492,493,0.000
786,492,561,52.336
787,492,562,0.000
788,493,492,0.000
789,493,494,0.000
790,493,497,0.000
791,493,562,0.000
792,493,564,0.000
793,494,493,0.000
794,494,495,0.000
795,494,561,0.000
796,494,563,0.000
797,495,494,0.000
798,495,496,0.000
799,495,551,0.000
800,495,560,0.000
801,496,436,0.000
802,496,495,0.000
803,496,553,0.000
804,496,556,0.000
805,497,493,0.000
806,497,498,0.000
807,498,497,0.000
808,498,499,0.000
809,498,533,0.000
810,499,498,0.000
811,499,500,1.074
812,499,567,1779.199
813,499,569,1069.447
814,500,499,2.395
815,500,501,7.655
816,500,566,17.138
817,500,570,0.000
818,501,500,19.533
819,501,502,7.655
820,501,571,464.000
821,501,636,645.000
822,502,501,19.533
823,502,503,3.894
824,502,632,4920.996
825,502,634,2388.777
826,503,477,0.000
827,503,502,1.341
828,503,504,0.000
829,503,633,3.894
830,504,477,0.000
831,504,503,0.000
832,504,505,0.000
833,504,635,0.000
834,505,504,0.000
835,505,506,64.438
836,505,634,3907.337
837,505,639,1789.844
838,506,505,220.799
839,506,507,86.586
840,506,639,1921.195
841,506,644,1316.450
842,507,506,325.986
843,507,508,62.037
844,507,578,24.550
845,507,646,0.000
846,508,450,81.512
847,508,507,287.232
848,508,509,139.833
849,509,508,368.744
850,509,510,637.425
851,509,659,2686.722
852,509,667,2225.509
853,510,509,594.282
854,510,511,0.000
855,510,658,2850.373
856,510,666,1856.698
857,511,510,0.000
858,511,512,0.000
859,511,521,0.212
860,511,522,19.087
861,512,511,4.462
862,512,513,118.199
863,512,661,1290.836
864,512,670,524.238
865,513,512,191.546
866,513,514,88.445
867,513,902,1966.614
868,513,905,937.475
869,514,513,70.531
870,514,515,10.794
871,514,903,1137.703
872,514,905,674.659
873,515,514,20.247
874,515,516,12.410
875,515,534,2.288
876,515,544,0.000
877,515,932,0.000
878,516,515,22.535
879,516,517,117.878
880,516,903,2162.439
881,516,906,1525.702
882,517,516,248.851
883,517,518,4.283
884,517,908,292.606
885,517,909,82.146
886,518,517,13.709
887,518,911,62.473
888,518,912,41.659
889,518,930,0.000
890,519,520,0.000
891,519,521,0.000
892,519,668,0.000
893,519,670,0.000
894,520,519,0.000
895,521,511,14.625
896,521,519,0.000
897,521,666,0.000
898,521,670,0.212
899,522,511,0.212
900,522,523,19.087
901,523,522,0.212
902,523,530,19.087
903,523,545,0.000
904,524,525,998.582
905,524,545,650.801
906,524,578,1347.305
907,524,647,0.000
908,525,452,1324.092
909,525,524,1998.106
910,525,652,1830.402
911,525,657,2190.712
912,526,527,806.808
913,526,528,1622.288
914,526,541,0.000
915,526,546,806.808
916,527,526,811.144
917,527,542,0.000
918,527,543,1613.616
919,527,546,811.144
920,528,526,1613.616
921,528,529,0.000
922,528,573,3952.378
923,528,575,1837.983
924,529,528,0.000
925,529,530,0.000
926,529,531,16.168
927,530,523,0.212
928,530,529,16.168
929,530,575,2.919
930,530,577,0.000
931,531,529,0.000
932,531,532,14.928
933,531,573,0.000
934,531,574,1.241
935,532,531,0.000
936,532,533,1.734
937,532,569,3840.296
938,532,574,2512.021
939,533,498,0.000
940,533,532,0.000
941,533,568,1.734
942,533,569,0.000
943,534,515,1.616
944,534,543,1622.288
945,534,933,1612.000
946,535,438,0.001
947,535,486,0.000
948,535,487,0.002
949,536,438,2511.679
950,536,537,1208.229
951,536,615,414.161
952,537,399,698.601
953,537,536,2104.314
954,537,608,553.422
955,537,610,0.000
956,538,409,1018.237
957,538,474,327.108
958,538,699,0.000
959,538,704,310.757
960,539,409,305.619
961,539,483,257.015
962,539,694,3679.011
963,539,704,1830.060
964,540,438,502.644
965,540,583,0.000
966,540,622,877.164
967,541,526,0.000
968,541,582,4670.095
969,541,902,2707.757
970,542,527,0.000
971,542,902,9178.299
972,542,903,5392.912
973,543,527,1622.288
974,543,534,1613.616
975,543,903,0.000
976,544,515,0.000
977,544,903,3019.427
978,544,904,2100.445
979,545,523,0.000
980,545,524,369.357
981,545,577,3463.057
982,545,580,2397.243
983,546,526,811.144
984,546,527,806.808
985,547,1,3170.000
986,547,548,3536.738
987,547,549,2987.332
988,547,621,2376.282
989,548,2,4415.000
990,548,547,2572.311
991,548,550,7376.906
992,548,552,2933.289
993,548,618,5577.004
994,549,3,6774.000
995,549,547,2555.718
996,549,550,6530.104
997,549,551,3036.810
998,550,4,6540.000
999,550,548,5996.878
1000,550,549,5030.824
1001,550,551,15500.937
1002,550,552,1812.076
1003,550,553,3354.604
1004,550,560,6062.777
1005,551,5,12874.000
1006,551,495,0.000
1007,551,549,1815.476
1008,551,550,10380.598
1009,551,563,19553.496
1010,552,6,5718.000
1011,552,435,4249.407
1012,552,548,1914.841
1013,552,550,1957.100
1014,552,553,3366.475
1015,552,618,3427.125
1016,552,619,4891.564
1017,553,7,4913.000
1018,553,496,0.000
1019,553,550,3960.014
1020,553,552,3943.996
1021,553,560,2878.544
1022,554,8,4461.000
1023,554,435,3971.471
1024,554,437,178.804
1025,554,614,1492.206
1026,554,619,2901.708
1027,554,622,2063.784
1028,554,625,5828.292
1029,555,9,5480.000
1030,555,556,1570.091
1031,555,622,2581.599
1032,555,624,7099.007
1033,555,625,6023.644
1034,556,10,5577.000
1035,556,437,1115.788
1036,556,496,0.000
1037,556,555,2140.063
1038,556,557,5680.630
1039,556,560,2450.042
1040,556,624,2338.977
1041,557,11,6487.000
1042,557,490,1880.920
1043,557,556,4629.940
1044,557,558,6110.143
1045,557,559,7305.306
1046,557,624,1998.572
1047,557,630,6782.047
1048,558,12,4058.000
1049,558,491,186.902
1050,558,557,5064.494
1051,558,560,4720.894
1052,558,561,1806.829
1053,559,13,5622.000
1054,559,491,0.000
1055,559,557,4179.836
1056,559,562,8932.433
1057,559,566,1358.306
1058,559,631,1397.108
1059,560,14,8829.000
1060,560,495,0.000
1061,560,550,6085.371
1062,560,553,2883.475
1063,560,556,2225.180
1064,560,558,4406.612
1065,560,561,2923.836
1066,561,15,4783.000
1067,561,492,29.064
1068,561,494,0.000
1069,561,558,1203.716
1070,561,560,2072.220
1071,562,16,10327.000
1072,562,492,0.000
1073,562,493,0.000
1074,562,559,3943.113
1075,562,563,7039.516
1076,562,567,1864.425
1077,563,17,18316.000
1078,563,494,0.000
1079,563,551,11167.824
1080,563,562,5968.335
1081,563,564,11404.410
1082,564,18,10313.000
1083,564,493,0.000
1084,564,563,12640.556
1085,564,565,8955.410
1086,565,19,3396.000
1087,565,564,15409.556
1088,565,568,4167.281
1089,565,569,4511.130
1090,566,20,3553.000
1091,566,500,6.581
1092,566,559,2150.525
1093,566,567,2850.887
1094,566,631,3181.196
1095,567,21,3766.000
1096,567,499,1070.521
1097,567,562,3592.288
1098,567,566,1396.702
1099,568,22,2229.000
1100,568,533,0.000
1101,568,565,8504.945
1102,568,574,3866.281
1103,569,23,10832.000
1104,569,499,1776.804
1105,569,532,2512.021
1106,569,533,0.000
1107,569,565,8386.612
1108,569,570,2820.652
1109,569,572,1833.729
1110,569,573,2566.812
1111,570,24,4277.000
1112,570,500,0.000
1113,570,569,3853.287
1114,570,571,1543.583
1115,570,572,1699.141
1116,571,25,6096.000
1117,571,501,645.000
1118,571,570,2116.611
1119,571,572,4008.056
1120,571,631,7451.404
1121,571,632,2570.010
1122,571,634,1319.733
1123,571,637,3106.385
1124,572,26,10331.000
1125,572,569,3545.132
1126,572,570,3082.746
1127,572,571,4993.774
1128,572,573,4791.842
1129,572,576,3179.403
1130,572,637,3169.078
1131,573,27,5004.000
1132,573,528,3451.599
1133,573,531,0.000
1134,573,569,6160.336
1135,573,572,6054.837
1136,573,577,2455.074
1137,574,28,7005.000
1138,574,531,0.000
1139,574,532,3827.103
1140,574,568,8788.210
1141,574,575,5240.300
1142,575,29,10695.000
1143,575,528,2330.090
1144,575,530,0.212
1145,575,574,12681.069
1146,575,580,3561.757
1147,575,581,3005.569
1148,576,30,3520.000
1149,576,572,5857.278
1150,576,577,1030.915
1151,576,578,906.296
1152,576,637,2712.505
1153,576,643,3381.095
1154,577,31,3040.000
1155,577,530,0.000
1156,577,545,2086.799
1157,577,573,6249.813
1158,577,576,1758.892
1159,577,578,1586.373
1160,578,32,4219.000
1161,578,507,38.754
1162,578,524,629.226
1163,578,576,1840.896
1164,578,577,2617.835
1165,578,579,1359.966
1166,578,580,3897.625
1167,578,643,5548.907
1168,578,645,1881.494
1169,579,33,2809.000
1170,579,578,2251.777
1171,579,580,4816.794
1172,579,582,1479.919
1173,579,647,2432.889
1174,579,656,2361.763
1175,580,34,4484.000
1176,580,545,3492.056
1177,580,575,7797.489
1178,580,578,2979.917
1179,580,579,2650.491
1180,580,581,726.217
1181,580,582,2489.612
1182,581,35,3362.000
1183,581,575,5676.005
1184,581,580,665.402
1185,581,582,1968.116
1186,582,36,5450.000
1187,582,541,2707.757
1188,582,579,1564.840
1189,582,580,3415.966
1190,582,581,3578.736
1191,582,660,1397.126
1192,583,37,0.000
1193,583,540,0.000
1194,584,38,1657.000
1195,584,394,8.287
1196,584,395,2.473
1197,584,586,553.236
1198,584,588,1676.538
1199,584,605,1274.670
1200,584,710,258.102
1201,584,712,584.238
1202,584,768,181.442
1203,584,808,37.516
1204,585,39,4138.000
1205,585,401,2765.489
1206,585,586,605.845
1207,585,587,6279.439
1208,585,771,1409.309
1209,586,40,766.000
1210,586,584,402.944
1211,586,585,1508.799
1212,586,588,1945.549
1213,586,772,851.010
1214,587,41,10014.000
1215,587,400,1594.325
1216,587,585,2896.072
1217,587,588,1040.952
1218,587,592,5960.076
1219,587,604,4404.380
1220,588,42,1050.000
1221,588,397,1297.787
1222,588,584,540.755
1223,588,586,544.069
1224,588,587,3379.605
1225,589,43,5404.000
1226,589,590,2351.370
1227,589,591,4719.807
1228,589,594,2538.910
1229,589,775,1005.607
1230,590,44,6158.000
1231,590,401,1594.083
1232,590,589,4366.810
1233,590,592,4131.431
1234,590,776,1331.625
1235,591,45,4783.000
1236,591,441,4407.958
1237,591,589,3294.071
1238,591,592,2222.566
1239,591,608,2140.651
1240,591,613,3583.658
1241,592,46,6021.000
1242,592,587,4200.851
1243,592,590,2515.507
1244,592,591,2931.339
1245,592,608,3650.684
1246,592,609,3355.983
1247,593,47,2973.000
1248,593,429,0.000
1249,593,431,0.000
1250,593,594,1197.833
1251,593,595,1940.326
1252,594,48,3841.000
1253,594,427,0.000
1254,594,589,1646.472
1255,594,593,1685.127
1256,594,596,2679.268
1257,595,49,2868.000
1258,595,432,3790.510
1259,595,593,2430.032
1260,595,596,3420.956
1261,595,612,697.743
1262,595,617,1930.350
1263,596,50,4026.000
1264,596,441,2518.468
1265,596,594,2654.125
1266,596,595,4039.857
1267,596,612,2498.397
1268,596,613,2752.673
1269,597,51,597.000
1270,597,431,23.800
1271,597,599,2910.714
1272,597,778,1095.100
1273,598,52,2350.000
1274,598,599,1128.421
1275,598,616,293.344
1276,598,620,1205.524
1277,599,53,3285.000
1278,599,432,3399.618
1279,599,597,1331.799
1280,599,598,1553.425
1281,599,616,4551.450
1282,599,617,1505.929
1283,600,54,414.000
1284,600,395,0.000
1285,600,601,1181.253
1286,600,602,756.114
1287,600,605,3307.016
1288,601,55,857.000
1289,601,394,0.000
1290,601,600,2582.932
1291,601,603,708.370
1292,601,716,1397.846
1293,602,56,1710.000
1294,602,600,946.908
1295,602,603,1247.490
1296,602,607,2995.728
1297,602,671,1582.896
1298,603,57,1112.000
1299,603,601,615.523
1300,603,602,1644.648
1301,603,672,637.669
1302,603,718,1038.449
1303,604,58,8548.000
1304,604,397,403.503
